                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.39054,                0.41233,                0.24796,                0.82386,                0.99798,                      1,                  0.995,                0.95923,                0.99798,                      1,                  0.995,                0.83747,                0.40462,                0.50575,                0.23237,                0.80593,             0.00085834,             0.00085834,             0.00085834
                    101,                0.38784,                0.40941,                0.24975,                0.81648,                0.99772,                      1,                  0.995,                0.94769,                0.99772,                      1,                  0.995,                0.83457,                0.43631,                0.53331,                0.24047,                0.81278,             0.00085009,             0.00085009,             0.00085009
                    102,                0.39004,                 0.4208,                0.24619,                0.82252,                0.99701,                      1,                  0.995,                0.95109,                0.99701,                      1,                  0.995,                0.82459,                0.41969,                0.55277,                 0.2372,                0.80776,             0.00084184,             0.00084184,             0.00084184
                    103,                0.38594,                0.41577,                0.24866,                0.82012,                0.99665,                      1,                  0.995,                0.95061,                0.99665,                      1,                  0.995,                0.82973,                0.41487,                0.52917,                0.23246,                0.80719,             0.00083358,             0.00083358,             0.00083358
                    104,                0.37571,                0.40608,                0.24097,                0.81375,                0.99741,                      1,                  0.995,                0.95063,                0.99741,                      1,                  0.995,                0.81051,                0.40308,                0.61259,                0.23648,                0.80503,             0.00082533,             0.00082533,             0.00082533
                    105,                0.38333,                0.39402,                0.24166,                 0.8187,                0.99749,                0.99997,                  0.995,                0.94565,                0.99749,                0.99997,                  0.995,                0.81174,                0.43213,                0.57206,                0.24167,                0.80737,             0.00081708,             0.00081708,             0.00081708
                    106,                0.38602,                0.39144,                0.24481,                0.81534,                0.99766,                      1,                  0.995,                0.94097,                0.99766,                      1,                  0.995,                0.82621,                0.40801,                 0.5435,                0.23103,                0.80456,             0.00080883,             0.00080883,             0.00080883
                    107,                0.38339,                 0.3953,                0.24499,                0.82154,                0.99673,                      1,                  0.995,                0.94794,                0.99673,                      1,                  0.995,                0.83845,                0.42236,                0.48628,                0.23944,                0.81069,             0.00080058,             0.00080058,             0.00080058
                    108,                0.38616,                0.41977,                0.24555,                0.81688,                0.99747,                      1,                  0.995,                0.94165,                0.99747,                      1,                  0.995,                0.83863,                 0.4066,                 0.4807,                0.23534,                0.80508,             0.00079233,             0.00079233,             0.00079233
                    109,                0.38297,                0.40252,                0.24299,                0.82261,                0.99708,                      1,                  0.995,                  0.957,                0.99708,                      1,                  0.995,                0.84861,                0.39454,                0.45073,                0.23196,                0.80238,             0.00078407,             0.00078407,             0.00078407
                    110,                0.38167,                0.41613,                0.24981,                0.82116,                0.99803,                      1,                  0.995,                0.95247,                0.99803,                      1,                  0.995,                0.84718,                0.41622,                0.45586,                0.23843,                0.80614,             0.00077582,             0.00077582,             0.00077582
                    111,                0.37618,                0.40639,                 0.2436,                0.81672,                0.99689,                      1,                  0.995,                0.95051,                0.99689,                      1,                  0.995,                0.82972,                0.42701,                0.56514,                0.24344,                0.80915,             0.00076757,             0.00076757,             0.00076757
                    112,                0.38225,                0.41415,                0.24618,                0.81438,                0.99614,                      1,                  0.995,                0.95826,                0.99614,                      1,                  0.995,                0.84042,                0.41011,                0.51263,                0.22773,                0.80577,             0.00075932,             0.00075932,             0.00075932
                    113,                0.38619,                0.41959,                0.24187,                0.81842,                 0.9968,                      1,                  0.995,                0.94073,                 0.9968,                      1,                  0.995,                0.82888,                0.45677,                0.59479,                0.25148,                 0.8155,             0.00075107,             0.00075107,             0.00075107
                    114,                0.37313,                0.39327,                0.24185,                0.81217,                0.99642,                      1,                  0.995,                0.95371,                0.99642,                      1,                  0.995,                0.84115,                0.41369,                0.54664,                0.23021,                0.80409,             0.00074282,             0.00074282,             0.00074282
                    115,                0.37813,                0.40934,                0.24397,                0.81962,                0.99633,                      1,                  0.995,                0.95694,                0.99633,                      1,                  0.995,                0.83939,                0.42511,                0.52521,                0.22621,                0.80507,             0.00073456,             0.00073456,             0.00073456
                    116,                0.38065,                0.39883,                0.24102,                0.82224,                0.99668,                      1,                  0.995,                0.95928,                0.99668,                      1,                  0.995,                0.83939,                0.40811,                0.48606,                0.23371,                0.80149,             0.00072631,             0.00072631,             0.00072631
                    117,                0.37036,                0.39476,                0.23703,                0.81426,                0.99676,                      1,                  0.995,                0.95761,                0.99676,                      1,                  0.995,                0.84457,                0.41481,                0.52522,                 0.2343,                 0.8038,             0.00071806,             0.00071806,             0.00071806
                    118,                  0.382,                0.41878,                0.24076,                0.81354,                0.99757,                      1,                  0.995,                 0.9559,                0.99757,                      1,                  0.995,                0.84731,                0.41428,                0.48217,                0.22481,                0.80193,             0.00070981,             0.00070981,             0.00070981
                    119,                0.38749,                0.41427,                0.24373,                0.82057,                0.99744,                      1,                  0.995,                0.95588,                0.99744,                      1,                  0.995,                0.84475,                0.41072,                0.47701,                0.22733,                0.80206,             0.00070156,             0.00070156,             0.00070156
                    120,                0.38673,                0.40259,                 0.2392,                0.81348,                0.99702,                      1,                  0.995,                0.95703,                0.99702,                      1,                  0.995,                0.83903,                 0.4132,                0.46352,                0.23582,                0.80106,             0.00069331,             0.00069331,             0.00069331
                    121,                0.37978,                0.40074,                0.23847,                0.81935,                0.99785,                      1,                  0.995,                0.95496,                0.99785,                      1,                  0.995,                  0.842,                0.40767,                0.45746,                 0.2286,                0.79945,             0.00068505,             0.00068505,             0.00068505
                    122,                0.36471,                0.39942,                0.23753,                 0.8161,                0.99816,                      1,                  0.995,                0.96046,                0.99816,                      1,                  0.995,                0.82439,                0.40522,                0.48783,                0.22862,                0.80371,              0.0006768,              0.0006768,              0.0006768
                    123,                0.36975,                0.39779,                0.23747,                0.82337,                0.99766,                      1,                  0.995,                 0.9542,                0.99766,                      1,                  0.995,                0.83679,                0.40183,                0.48712,                0.23005,                0.79975,             0.00066855,             0.00066855,             0.00066855
                    124,                0.37882,                0.40608,                0.23716,                0.81317,                0.99831,                      1,                  0.995,                0.96422,                0.99831,                      1,                  0.995,                0.83707,                0.40813,                0.50974,                0.23276,                0.80228,              0.0006603,              0.0006603,              0.0006603
                    125,                0.36117,                0.38618,                0.22917,                 0.8132,                0.99834,                      1,                  0.995,                0.95872,                0.99834,                      1,                  0.995,                 0.8443,                0.40252,                0.53051,                0.23167,                0.80228,             0.00065205,             0.00065205,             0.00065205
                    126,                0.37797,                0.38747,                0.23837,                0.82315,                0.99803,                      1,                  0.995,                0.95684,                0.99803,                      1,                  0.995,                0.85178,                0.41717,                0.48817,                0.23686,                0.80484,              0.0006438,              0.0006438,              0.0006438
                    127,                0.37073,                0.39617,                0.23382,                0.81921,                0.99819,                      1,                  0.995,                0.95796,                0.99819,                      1,                  0.995,                0.84364,                0.41453,                0.53065,                 0.2307,                0.80437,             0.00063554,             0.00063554,             0.00063554
                    128,                0.37214,                0.40154,                0.23236,                0.81004,                0.99788,                      1,                  0.995,                0.95527,                0.99788,                      1,                  0.995,                0.85072,                0.39463,                0.47949,                0.21489,                0.80176,             0.00062729,             0.00062729,             0.00062729
                    129,                0.36077,                0.40239,                0.23034,                0.80959,                0.99786,                      1,                  0.995,                0.96111,                0.99786,                      1,                  0.995,                0.85051,                0.40261,                0.50817,                0.22121,                0.80239,             0.00061904,             0.00061904,             0.00061904
                    130,                0.37267,                0.40448,                0.23531,                 0.8196,                0.99807,                      1,                  0.995,                0.96618,                0.99807,                      1,                  0.995,                0.85181,                0.38983,                0.45749,                0.22699,                0.80063,             0.00061079,             0.00061079,             0.00061079
                    131,                0.37122,                0.41323,                 0.2356,                0.81965,                0.99758,                      1,                  0.995,                0.95912,                0.99758,                      1,                  0.995,                0.84686,                0.39934,                0.49665,                0.22086,                0.80146,             0.00060254,             0.00060254,             0.00060254
                    132,                0.36841,                0.40793,                0.23289,                0.81573,                 0.9976,                      1,                  0.995,                0.96131,                 0.9976,                      1,                  0.995,                0.83505,                0.41812,                0.53675,                0.22736,                 0.8033,             0.00059429,             0.00059429,             0.00059429
                    133,                0.36436,                 0.3869,                0.22775,                0.81475,                0.99721,                      1,                  0.995,                  0.954,                0.99721,                      1,                  0.995,                  0.847,                0.38544,                0.46616,                0.21965,                0.79908,             0.00058603,             0.00058603,             0.00058603
                    134,                0.36885,                0.40675,                0.22851,                 0.8181,                0.99732,                      1,                  0.995,                0.96267,                0.99732,                      1,                  0.995,                0.84311,                0.39136,                0.52283,                0.21726,                0.79979,             0.00057778,             0.00057778,             0.00057778
                    135,                0.36758,                 0.3903,                0.22807,                0.81402,                0.99667,                      1,                  0.995,                 0.9631,                0.99667,                      1,                  0.995,                0.85004,                0.39465,                0.45411,                0.21589,                0.79873,             0.00056953,             0.00056953,             0.00056953
                    136,                0.36312,                0.40408,                0.22712,                0.81225,                0.99586,                      1,                  0.995,                0.96191,                0.99586,                      1,                  0.995,                0.83934,                0.40891,                0.54542,                 0.2171,                0.80243,             0.00056128,             0.00056128,             0.00056128
                    137,                0.35344,                0.38381,                0.22338,                0.81238,                0.99506,                      1,                  0.995,                0.96319,                0.99506,                      1,                  0.995,                0.84911,                0.38997,                0.46663,                 0.2173,                0.79879,             0.00055303,             0.00055303,             0.00055303
                    138,                0.35221,                0.39731,                0.22064,                 0.8123,                0.99448,                      1,                  0.995,                0.95639,                0.99448,                      1,                  0.995,                0.82972,                0.41787,                0.52977,                0.22142,                0.80403,             0.00054478,             0.00054478,             0.00054478
                    139,                0.35987,                0.39694,                0.21995,                0.80689,                0.99294,                      1,                  0.995,                0.95633,                0.99294,                      1,                  0.995,                0.83293,                0.39716,                0.48981,                0.21767,                0.79956,             0.00053652,             0.00053652,             0.00053652
                    140,                0.35114,                0.38081,                0.21573,                0.81197,                0.99538,                      1,                  0.995,                0.96365,                0.99538,                      1,                  0.995,                0.84425,                0.40159,                0.54229,                0.21472,                0.80152,             0.00052827,             0.00052827,             0.00052827
                    141,                 0.3561,                0.39341,                0.21838,                0.81134,                0.99592,                      1,                  0.995,                0.96227,                0.99592,                      1,                  0.995,                0.85354,                0.38904,                0.48549,                0.20922,                0.79968,             0.00052002,             0.00052002,             0.00052002
                    142,                0.34326,                0.39165,                0.21645,                0.81292,                0.99725,                      1,                  0.995,                0.95497,                0.99725,                      1,                  0.995,                0.83878,                0.40608,                0.54385,                0.21527,                0.80487,             0.00051177,             0.00051177,             0.00051177
                    143,                 0.3525,                0.37928,                0.21632,                0.81427,                0.99712,                      1,                  0.995,                0.96138,                0.99712,                      1,                  0.995,                0.84538,                0.39343,                0.50035,                0.21432,                0.80182,             0.00050352,             0.00050352,             0.00050352
                    144,                0.35635,                0.38316,                0.22117,                0.81293,                0.99705,                      1,                  0.995,                0.95824,                0.99705,                      1,                  0.995,                0.83771,                0.41642,                0.52312,                0.21957,                0.80708,             0.00049527,             0.00049527,             0.00049527
                    145,                0.35513,                0.38057,                0.21796,                0.81403,                0.99704,                      1,                  0.995,                0.96055,                0.99704,                      1,                  0.995,                0.86128,                0.39263,                0.49351,                0.20897,                0.80099,             0.00048701,             0.00048701,             0.00048701
                    146,                0.35827,                0.39586,                  0.218,                0.81798,                0.99691,                      1,                  0.995,                0.95649,                0.99691,                      1,                  0.995,                0.84981,                0.42817,                0.53022,                0.21846,                0.80964,             0.00047876,             0.00047876,             0.00047876
                    147,                0.35804,                0.39972,                0.22139,                0.81505,                0.99705,                      1,                  0.995,                0.95294,                0.99705,                      1,                  0.995,                0.85636,                 0.4172,                0.48902,                0.21872,                0.80778,             0.00047051,             0.00047051,             0.00047051
                    148,                0.34968,                0.38118,                0.21499,                0.81341,                0.99719,                      1,                  0.995,                 0.9656,                0.99719,                      1,                  0.995,                0.85251,                0.39317,                0.48017,                0.21359,                0.80013,             0.00046226,             0.00046226,             0.00046226
                    149,                 0.3531,                0.38843,                0.21691,                0.81333,                0.99711,                      1,                  0.995,                0.96406,                0.99711,                      1,                  0.995,                0.85152,                0.39825,                0.46842,                0.21461,                0.80271,             0.00045401,             0.00045401,             0.00045401
                    150,                0.34897,                0.38411,                0.21802,                0.81569,                0.99684,                      1,                  0.995,                0.95416,                0.99684,                      1,                  0.995,                0.84584,                 0.4217,                0.48975,                0.22007,                0.80454,             0.00044576,             0.00044576,             0.00044576
                    151,                0.35702,                0.39775,                0.22245,                0.81179,                0.99694,                      1,                  0.995,                0.95711,                0.99694,                      1,                  0.995,                0.84798,                0.41406,                0.52572,                0.22488,                0.80578,              0.0004375,              0.0004375,              0.0004375
                    152,                0.36021,                0.39606,                0.22046,                0.81288,                 0.9975,                      1,                  0.995,                0.95369,                 0.9975,                      1,                  0.995,                0.84528,                0.40745,                0.54179,                0.21459,                0.80275,             0.00042925,             0.00042925,             0.00042925
                    153,                0.35075,                0.39492,                0.21732,                0.81499,                0.99774,                      1,                  0.995,                0.95606,                0.99774,                      1,                  0.995,                0.84071,                0.41091,                0.52664,                0.21305,                0.80244,               0.000421,               0.000421,               0.000421
                    154,                0.34272,                0.37874,                0.21397,                0.81737,                0.99732,                      1,                  0.995,                0.95904,                0.99732,                      1,                  0.995,                0.84192,                0.41267,                 0.5374,                  0.209,                0.80239,             0.00041275,             0.00041275,             0.00041275
                    155,                0.34257,                0.38384,                0.21052,                 0.8142,                0.99697,                      1,                  0.995,                0.96434,                0.99697,                      1,                  0.995,                0.85048,                0.39396,                0.48056,                0.20975,                 0.7985,              0.0004045,              0.0004045,              0.0004045
                    156,                0.34211,                0.38088,                0.21368,                0.80885,                 0.9968,                      1,                  0.995,                0.96401,                 0.9968,                      1,                  0.995,                0.85409,                0.38958,                0.45324,                0.20885,                0.79596,             0.00039625,             0.00039625,             0.00039625
                    157,                 0.3508,                0.38578,                0.21467,                0.80803,                0.99665,                      1,                  0.995,                0.96628,                0.99665,                      1,                  0.995,                0.86422,                0.39007,                0.46439,                0.20994,                0.79673,             0.00038799,             0.00038799,             0.00038799
                    158,                0.34539,                0.40039,                0.21553,                0.81574,                0.99638,                      1,                  0.995,                0.96193,                0.99638,                      1,                  0.995,                0.85177,                0.40329,                0.47845,                0.20957,                0.79966,             0.00037974,             0.00037974,             0.00037974
                    159,                0.34661,                 0.3893,                0.21316,                0.80474,                0.99662,                      1,                  0.995,                0.95038,                0.99662,                      1,                  0.995,                0.84287,                0.42338,                0.55487,                0.21674,                0.80559,             0.00037149,             0.00037149,             0.00037149
                    160,                0.34586,                0.38648,                0.21479,                0.81421,                0.99668,                      1,                  0.995,                0.96051,                0.99668,                      1,                  0.995,                 0.8502,                0.40554,                 0.5145,                0.21126,                0.80129,             0.00036324,             0.00036324,             0.00036324
                    161,                0.34605,                0.37843,                0.21417,                0.80618,                0.99665,                      1,                  0.995,                0.96446,                0.99665,                      1,                  0.995,                0.84595,                 0.4073,                0.52793,                0.21066,                0.80123,             0.00035499,             0.00035499,             0.00035499
                    162,                0.34446,                0.37598,                0.21272,                0.80977,                0.99692,                      1,                  0.995,                0.96627,                0.99692,                      1,                  0.995,                0.85438,                0.39995,                0.51819,                0.20933,                0.79973,             0.00034674,             0.00034674,             0.00034674
                    163,                0.33415,                0.37537,                0.20786,                0.81116,                0.99714,                      1,                  0.995,                0.96372,                0.99714,                      1,                  0.995,                0.85173,                0.40716,                0.53602,                 0.2057,                0.80074,             0.00033848,             0.00033848,             0.00033848
                    164,                0.33547,                0.37457,                0.20885,                0.80659,                0.99774,                      1,                  0.995,                 0.9629,                0.99774,                      1,                  0.995,                0.85538,                0.40403,                0.54265,                0.21131,                0.80085,             0.00033023,             0.00033023,             0.00033023
                    165,                0.34318,                0.38028,                0.20915,                0.81106,                0.99795,                      1,                  0.995,                0.96131,                0.99795,                      1,                  0.995,                0.85207,                0.40639,                0.52642,                0.21449,                0.80042,             0.00032198,             0.00032198,             0.00032198
                    166,                0.32947,                0.36657,                0.20522,                0.81464,                0.99829,                      1,                  0.995,                0.96558,                0.99829,                      1,                  0.995,                0.84769,                0.39478,                 0.5122,                0.20635,                0.79689,             0.00031373,             0.00031373,             0.00031373
                    167,                 0.3428,                0.38089,                 0.2062,                0.80813,                0.99456,                      1,                  0.995,                0.96023,                0.99456,                      1,                  0.995,                0.84191,                 0.3944,                0.52875,                0.20957,                0.79892,             0.00030548,             0.00030548,             0.00030548
                    168,                0.33467,                0.37352,                0.20493,                0.81056,                0.99783,                      1,                  0.995,                0.96887,                0.99783,                      1,                  0.995,                0.84781,                0.37759,                0.48104,                0.20416,                0.79577,             0.00029723,             0.00029723,             0.00029723
                    169,                  0.335,                0.37699,                0.20954,                0.80993,                0.99788,                      1,                  0.995,                0.96559,                0.99788,                      1,                  0.995,                0.84954,                0.38849,                0.49745,                0.20222,                0.79743,             0.00028897,             0.00028897,             0.00028897
                    170,                0.33656,                0.37393,                0.20873,                0.80972,                0.99809,                      1,                  0.995,                0.96693,                0.99809,                      1,                  0.995,                0.85061,                0.38509,                0.48397,                0.20444,                0.79737,             0.00028072,             0.00028072,             0.00028072
                    171,                0.33423,                0.36959,                0.20463,                 0.8101,                0.99833,                      1,                  0.995,                0.96723,                0.99833,                      1,                  0.995,                0.84093,                0.39039,                  0.481,                0.20294,                0.79729,             0.00027247,             0.00027247,             0.00027247
                    172,                0.33293,                0.36392,                 0.2043,                0.80494,                0.99836,                      1,                  0.995,                0.96534,                0.99836,                      1,                  0.995,                0.84679,                0.39328,                0.51593,                0.20208,                0.79778,             0.00026422,             0.00026422,             0.00026422
                    173,                0.33528,                0.38555,                0.20706,                0.81324,                0.99828,                      1,                  0.995,                0.96569,                0.99828,                      1,                  0.995,                0.85094,                0.38542,                0.48248,                0.20054,                0.79608,             0.00025597,             0.00025597,             0.00025597
                    174,                0.33409,                0.37665,                0.20515,                0.81732,                0.99812,                      1,                  0.995,                0.96153,                0.99812,                      1,                  0.995,                0.84621,                0.39576,                0.49971,                0.20304,                0.79769,             0.00024772,             0.00024772,             0.00024772
                    175,                0.33936,                0.37818,                0.20684,                0.80418,                0.99831,                      1,                  0.995,                0.96223,                0.99831,                      1,                  0.995,                0.86018,                 0.4054,                0.53781,                0.20634,                0.80109,             0.00023946,             0.00023946,             0.00023946
                    176,                0.32417,                0.37626,                0.20411,                0.80537,                 0.9984,                      1,                  0.995,                0.96183,                 0.9984,                      1,                  0.995,                0.85954,                0.39983,                0.50767,                0.20313,                0.79826,             0.00023121,             0.00023121,             0.00023121
                    177,                0.32512,                 0.3763,                0.20031,                0.80801,                0.99834,                      1,                  0.995,                0.95876,                0.99834,                      1,                  0.995,                0.85681,                0.41732,                0.54435,                0.20577,                0.80174,             0.00022296,             0.00022296,             0.00022296
                    178,                0.32567,                0.37589,                0.20104,                0.80484,                0.99845,                      1,                  0.995,                0.96258,                0.99845,                      1,                  0.995,                0.85612,                0.39522,                0.55428,                0.20276,                0.79809,             0.00021471,             0.00021471,             0.00021471
                    179,                 0.3304,                0.38117,                0.19906,                0.80695,                0.99813,                      1,                  0.995,                0.96542,                0.99813,                      1,                  0.995,                0.85456,                0.38565,                0.50137,                0.19854,                0.79579,             0.00020646,             0.00020646,             0.00020646
                    180,                 0.3247,                0.36055,                0.19973,                0.80898,                0.99768,                      1,                  0.995,                0.95836,                0.99768,                      1,                  0.995,                 0.8516,                 0.4017,                0.54046,                0.20157,                0.79746,             0.00019821,             0.00019821,             0.00019821
                    181,                0.32197,                0.37232,                0.19848,                0.80621,                0.99748,                      1,                  0.995,                0.96373,                0.99748,                      1,                  0.995,                0.86134,                0.38545,                0.49868,                0.19641,                0.79502,             0.00018995,             0.00018995,             0.00018995
                    182,                0.32273,                0.36747,                0.19706,                0.80235,                0.99734,                      1,                  0.995,                0.96474,                0.99734,                      1,                  0.995,                0.85742,                0.38788,                0.50547,                0.20255,                0.79589,              0.0001817,              0.0001817,              0.0001817
                    183,                0.32454,                0.35931,                0.19689,                0.80999,                0.99714,                      1,                  0.995,                0.96429,                0.99714,                      1,                  0.995,                0.85458,                0.38985,                0.50162,                0.19962,                0.79573,             0.00017345,             0.00017345,             0.00017345
                    184,                0.31308,                0.36262,                0.19261,                0.80745,                0.99734,                      1,                  0.995,                0.96752,                0.99734,                      1,                  0.995,                0.85717,                 0.3823,                0.51124,                0.19177,                0.79487,              0.0001652,              0.0001652,              0.0001652
                    185,                0.30822,                0.36106,                0.19076,                0.80604,                 0.9975,                      1,                  0.995,                 0.9647,                 0.9975,                      1,                  0.995,                0.85432,                0.38654,                0.51602,                0.19507,                0.79534,             0.00015695,             0.00015695,             0.00015695
                    186,                0.32539,                 0.3701,                0.19753,                0.81224,                0.99738,                      1,                  0.995,                0.96398,                0.99738,                      1,                  0.995,                0.85343,                0.39227,                0.51709,                0.19785,                0.79659,              0.0001487,              0.0001487,              0.0001487
                    187,                 0.3219,                 0.3792,                0.19619,                0.81281,                0.99645,                      1,                  0.995,                0.96706,                0.99645,                      1,                  0.995,                 0.8519,                0.38724,                0.49871,                0.19786,                0.79676,             0.00014044,             0.00014044,             0.00014044
                    188,                0.31318,                0.36621,                0.19162,                0.80826,                0.99562,                      1,                  0.995,                0.96542,                0.99562,                      1,                  0.995,                0.86194,                0.38551,                0.51324,                0.20245,                0.79674,             0.00013219,             0.00013219,             0.00013219
                    189,                 0.3152,                0.35617,                0.19232,                0.80818,                0.99623,                      1,                  0.995,                0.96493,                0.99623,                      1,                  0.995,                0.86287,                0.38532,                0.51634,                0.19878,                0.79593,             0.00012394,             0.00012394,             0.00012394
                    190,                0.31721,                0.36795,                0.19265,                0.80596,                0.99637,                      1,                  0.995,                0.96298,                0.99637,                      1,                  0.995,                0.85454,                0.38687,                0.51448,                0.19561,                0.79605,             0.00011569,             0.00011569,             0.00011569
                    191,                0.30662,                0.36943,                0.19715,                 0.7974,                  0.993,                      1,                  0.995,                0.96503,                  0.993,                      1,                  0.995,                0.85662,                0.38025,                0.49667,                 0.1941,                0.79464,             0.00010744,             0.00010744,             0.00010744
                    192,                0.30023,                0.35446,                0.18933,                 0.7858,                0.98807,                      1,                  0.995,                0.96649,                0.98807,                      1,                  0.995,                0.85447,                0.38154,                0.48454,                0.19602,                0.79502,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                0.29927,                0.35733,                 0.1901,                0.78797,                0.98628,                      1,                  0.995,                0.96495,                0.98628,                      1,                  0.995,                0.85171,                0.38788,                  0.491,                 0.1965,                0.79675,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                0.30497,                0.35917,                0.18675,                0.78989,                0.98956,                      1,                  0.995,                0.96484,                0.98956,                      1,                  0.995,                0.85152,                0.38333,                0.48248,                 0.1981,                0.79679,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                0.29464,                0.35489,                0.18554,                0.78129,                0.99267,                      1,                  0.995,                  0.964,                0.99267,                      1,                  0.995,                0.85232,                0.38169,                0.48748,                0.19775,                0.79594,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                0.30115,                0.37454,                0.18372,                0.78882,                0.99533,                      1,                  0.995,                0.96245,                0.99533,                      1,                  0.995,                0.85139,                0.38664,                0.50175,                0.19605,                0.79733,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                0.29556,                 0.3592,                0.18242,                 0.7842,                0.99612,                      1,                  0.995,                0.96294,                0.99612,                      1,                  0.995,                0.85267,                0.38695,                0.50039,                0.19498,                0.79727,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                0.28772,                0.34851,                0.17852,                0.78083,                0.99688,                      1,                  0.995,                0.96195,                0.99688,                      1,                  0.995,                0.84991,                0.39151,                0.51032,                 0.1984,                0.79844,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                0.29447,                0.34338,                0.18258,                0.79025,                0.99698,                      1,                  0.995,                0.96232,                0.99698,                      1,                  0.995,                0.85442,                0.39274,                0.50848,                0.19567,                0.79841,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                0.28897,                0.35783,                0.17656,                0.78047,                0.99693,                      1,                  0.995,                0.96322,                0.99693,                      1,                  0.995,                0.85482,                0.38868,                0.50292,                0.19234,                0.79811,             3.3173e-05,             3.3173e-05,             3.3173e-05
